Age,Gender,Marital_Status,Dependents,Education,Self_Employed,Work_Experience_Years,ApplicantIncome,CoapplicantIncome,Salary_Payment_Mode,Existing_EMI,Residential_Assets,Area,Loan_Purpose,LoanAmount,Loan_Amount_Term,Hidden_CIBIL,Approved_Bank,Officer_Approved,Fraud_Label,Eligible_Loan_Amount
56,1,1,2,0,0,31,47530,29771,2,6861,1,2,3,1324761,24,684.03,-1,0,0,1023586.0
47,1,1,0,1,0,9,36338,31736,2,4952,0,2,4,2191286,60,650.05,-1,0,0,611330.0
40,1,0,0,0,1,5,19070,26724,0,4179,2,2,3,1822639,48,614.72,-1,0,1,180808.0
30,1,1,1,1,1,8,33850,0,2,13205,1,2,5,1477098,60,573.27,-1,0,1,0.0
37,1,1,1,1,0,11,35762,0,2,6161,2,0,2,311585,24,721.33,-1,0,0,311585.0
36,1,1,2,1,1,14,40368,0,2,8902,1,2,1,1943354,36,650.28,-1,0,0,688728.0
46,1,0,1,1,1,7,24381,0,0,6343,0,0,0,1504978,36,622.59,-1,0,1,259272.0
31,1,1,0,1,0,1,29593,34512,1,9605,1,1,1,1159704,36,594.41,-1,0,1,246080.0
56,1,1,1,1,0,31,49457,49689,1,18042,2,2,0,283586,36,721.45,3,1,0,283586.0
40,1,1,0,1,0,12,29201,42250,0,6554,1,1,0,1761893,36,638.87,-1,0,1,348076.0
30,1,0,0,1,1,10,28089,0,2,1110,1,2,0,1648284,24,612.0,-1,0,0,535140.0
58,1,1,0,1,0,21,51835,0,0,7730,2,1,0,776904,36,623.31,-1,0,1,758420.0
36,1,1,1,1,0,7,31753,52427,1,12343,1,1,2,1298222,18,648.51,-1,0,0,412886.0
23,0,0,0,1,0,0,19666,8815,0,6100,2,1,1,181057,36,624.76,-1,0,0,173720.0
38,0,1,0,0,0,19,40959,41725,0,3276,1,0,2,1900150,60,599.76,-1,0,1,622620.0
53,1,1,1,1,0,19,51350,0,1,3120,1,1,3,1993557,48,633.64,-1,0,0,877240.0
60,0,1,1,1,1,10,41017,0,2,11205,1,1,0,553013,24,634.58,-1,0,0,551420.0
52,1,1,0,2,1,17,77776,49458,2,433,0,2,3,176123,60,719.84,3,1,0,176123.0
53,1,0,1,2,1,13,63645,0,2,15034,1,2,1,297107,84,666.13,-1,0,0,297107.0
57,1,1,0,0,0,9,28908,31726,2,4645,1,2,2,2256563,18,579.88,-1,0,1,494550.0
39,0,1,0,2,1,17,59649,0,1,14805,1,1,0,1363820,36,665.8,-1,0,0,958245.0
53,0,0,0,1,1,27,52926,51943,2,19984,0,0,1,792476,72,696.53,-1,0,0,0.0
55,0,0,0,1,1,8,35821,0,1,8483,0,1,1,1842993,24,578.65,-1,0,1,512828.0
31,1,0,0,0,1,4,18498,32032,1,7905,0,0,2,1435048,36,616.74,-1,0,1,85380.0
29,1,1,0,1,0,7,33601,0,0,9260,1,0,3,977938,36,637.51,-1,0,1,338660.0
47,1,1,1,1,0,2,14407,58838,2,4162,1,0,2,1583990,36,651.63,-1,0,1,210343.0
59,1,1,0,2,1,27,57475,0,1,5690,0,2,2,146984,72,706.65,-1,0,0,146984.0
59,0,1,1,1,0,3,35076,0,0,5502,1,2,3,1017503,48,639.68,-1,0,1,437424.0
37,1,0,0,1,0,4,12315,26566,2,3699,0,2,1,1275785,12,613.35,-1,0,1,201912.0
27,0,1,1,2,0,5,47529,0,2,5753,1,0,1,2448552,84,655.07,-1,0,0,704973.0
27,0,0,2,1,0,6,33423,41075,2,9689,2,2,3,748088,72,602.95,-1,0,0,0.0
57,1,1,1,1,0,26,59033,40611,1,16550,0,1,1,2320595,84,700.06,-1,0,0,380790.0
54,1,1,2,1,0,3,23079,56403,0,7419,1,0,3,329745,24,635.59,-1,0,0,283524.0
62,0,1,2,0,0,1,15466,0,2,6264,0,1,0,1516008,60,554.61,-1,0,1,0.0
48,1,1,0,1,1,2,24058,43578,2,10522,1,0,2,1926425,72,625.73,-1,0,0,0.0
30,1,1,0,0,0,7,26263,58376,1,1797,2,0,1,893580,72,617.51,-1,0,0,395876.0
30,1,1,0,1,0,0,12937,0,0,3352,1,2,3,1751749,12,599.99,-1,0,1,218516.0
30,1,1,0,2,0,10,54517,0,2,297,2,1,3,255402,60,675.98,-1,0,0,255402.0
40,0,1,1,1,0,17,56519,0,2,5895,1,0,2,1454353,18,640.76,-1,0,0,1024270.0
42,0,1,0,2,0,4,30931,19457,2,964,2,0,1,2275324,18,631.68,-1,0,0,601268.0
26,1,0,2,1,0,5,33210,0,2,1675,0,1,2,2217294,18,632.23,-1,0,0,634050.0
59,1,1,0,1,0,10,32203,0,1,992,1,1,4,559371,36,686.17,-1,0,0,559371.0
52,0,1,0,0,0,6,23260,34533,2,519,0,0,1,661168,84,621.08,-1,0,0,421604.0
63,1,1,0,2,0,36,64894,38269,1,20616,1,1,3,313359,36,687.79,-1,0,0,313359.0
46,1,1,0,1,0,12,33262,0,1,9092,1,0,4,976676,60,603.91,-1,0,0,119720.0
36,1,0,1,1,0,9,27423,0,2,5099,0,2,5,2178208,60,655.15,-1,0,0,379635.0
41,1,1,3,1,0,6,23042,9445,2,690,0,2,2,765539,36,608.58,-1,0,0,436000.0
42,0,1,1,2,0,1,17862,0,0,5033,1,1,1,531857,60,605.28,-1,0,1,55260.0
26,0,1,1,1,1,0,17087,0,1,4985,1,0,4,777491,84,635.79,-1,0,1,0.0
29,1,0,0,1,0,1,23698,23315,2,3999,0,0,0,2151611,48,630.25,-1,0,0,282008.0
29,0,0,1,1,0,8,22764,0,2,6357,1,1,0,1115413,36,606.13,-1,0,0,226428.0
50,1,1,0,1,0,15,47999,0,1,7948,1,2,2,2436368,18,563.0,-1,0,1,816916.0
58,1,0,1,1,0,35,46593,0,0,20576,1,2,1,444212,84,694.9,-1,0,0,0.0
51,0,1,1,1,0,28,62931,23870,1,11679,1,1,0,1337914,12,631.72,-1,0,0,1118472.0
56,0,1,0,1,0,17,42670,50356,0,13828,1,2,5,2144722,12,703.53,-1,0,1,1114164.0
57,0,1,0,0,1,33,37460,0,1,6681,2,1,3,1478251,60,646.88,-1,0,0,348340.0
40,1,0,2,1,0,19,37572,0,2,6956,2,2,4,604427,12,692.59,-1,0,0,604427.0
45,1,1,2,1,1,2,26009,0,1,10626,0,0,5,1884022,72,550.0,-1,0,1,0.0
34,1,1,1,0,0,0,18991,15901,2,1374,1,1,0,1682545,12,611.94,-1,0,1,363332.0
38,0,0,2,1,0,16,50950,31785,2,13751,0,1,3,977100,12,636.6,-1,0,0,853988.0
48,1,1,0,1,0,15,54923,10230,1,6907,0,1,1,994645,84,618.03,-1,0,0,518272.0
48,1,1,2,1,0,20,41538,54007,2,8057,0,2,4,1260328,48,639.47,-1,0,0,444024.0
44,0,1,0,1,0,2,21688,0,2,6949,0,1,0,2403274,60,642.88,-1,0,0,16820.0
34,1,1,3,1,1,13,51638,12338,1,21292,2,1,3,322435,48,602.84,-1,0,0,10744.0
61,0,1,0,0,0,38,43859,37538,2,14523,0,0,2,2355660,48,721.5,-1,0,0,618666.0
32,0,1,1,1,0,5,35026,0,2,3517,0,2,3,2048924,48,565.64,-1,0,1,531704.0
30,1,1,1,2,0,8,42373,0,0,8079,1,1,1,411965,72,646.02,-1,0,0,265772.0
62,0,0,0,1,1,37,41406,38470,1,8835,1,0,0,1886701,72,725.28,-1,0,0,606060.0
33,1,1,1,0,0,5,19993,0,2,7520,1,0,4,114233,24,605.99,-1,0,0,114233.0
58,0,0,0,2,0,21,79404,0,0,21256,1,1,1,1938491,84,694.94,-1,0,1,199596.0
39,0,1,1,1,1,2,26759,0,2,3120,1,1,2,1104592,12,672.72,-1,0,0,631535.0
37,0,1,2,1,1,17,37063,0,1,787,0,2,0,701159,48,651.48,-1,0,0,701159.0
58,1,1,1,1,1,30,61985,0,2,12446,1,2,4,2303833,48,680.21,-1,0,0,952217.0
36,1,1,0,0,0,16,30653,35578,2,7526,1,1,1,857337,72,648.65,-1,0,0,71188.0
51,1,0,0,1,1,0,9000,0,2,914,1,1,1,2456145,60,572.94,-1,0,1,125160.0
29,0,0,0,2,0,9,48945,12192,1,18416,1,2,0,1792562,72,595.22,-1,0,1,0.0
25,1,0,2,1,0,5,15137,39659,2,4861,1,0,1,874087,36,650.16,-1,0,1,203429.0
23,1,1,1,1,0,0,21370,58829,1,524,1,2,3,1918088,48,640.54,-1,0,1,402248.0
49,1,1,2,1,0,29,53396,0,2,21607,1,0,1,518706,24,682.87,-1,0,0,518706.0
64,1,0,0,1,0,36,49264,0,2,11729,1,2,0,2360789,48,779.06,-1,0,0,1161248.0
61,1,0,0,0,0,7,25158,0,2,10462,0,2,1,1539066,60,639.04,-1,0,0,0.0
63,0,1,0,2,0,34,61792,27420,2,2505,0,0,0,382690,60,753.6,-1,0,0,382690.0
36,0,1,1,1,0,12,43344,0,0,8297,0,1,2,1137892,72,617.53,-1,0,1,269496.0
50,1,0,2,1,0,2,19117,40611,2,14,1,2,0,339768,84,608.44,-1,0,0,339768.0
48,0,1,2,1,0,6,30327,0,2,5292,1,1,4,679779,18,644.02,-1,0,0,511284.0
32,1,0,1,1,0,9,33912,12447,0,3430,1,0,3,983624,18,590.94,-1,0,1,616500.0
49,0,1,1,1,0,9,40402,58872,2,13999,0,2,0,2399220,72,649.63,-1,0,0,0.0
57,0,0,1,0,0,1,9000,33243,2,2177,1,2,3,473400,24,650.21,-1,0,0,172752.0
45,1,0,0,1,1,19,65523,32699,2,24434,1,2,0,199565,24,710.6,-1,0,0,199565.0
41,1,0,0,1,0,6,19539,42696,2,2962,1,1,0,1766322,24,599.76,-1,0,1,319692.0
56,1,1,1,1,0,29,60195,0,2,10857,1,0,5,1657081,72,752.76,3,1,0,1325121.0
38,0,1,0,1,0,6,31272,17640,2,9250,1,0,1,1983027,60,680.67,-1,0,0,226800.0
64,0,1,0,1,0,28,40799,0,2,9190,0,1,2,946929,24,721.24,3,1,0,946929.0
50,1,1,2,2,0,13,37888,0,0,5780,2,1,4,134156,12,631.31,-1,0,0,134156.0
44,1,1,0,1,0,3,18534,19284,2,7037,1,1,2,840121,18,591.94,-1,0,1,244014.0
32,1,1,0,2,1,0,33207,0,0,6889,0,0,0,2302061,18,637.0,-1,0,1,540138.0
61,1,0,1,1,0,27,54021,0,2,13559,0,0,2,2226094,60,727.08,-1,0,0,807090.0
42,0,1,0,1,0,5,24273,27254,2,3482,2,2,2,1954706,48,648.26,-1,0,0,318324.0
56,1,1,0,1,1,35,51003,0,1,22652,0,0,3,566564,18,715.5,-1,0,0,566564.0
64,0,1,0,1,0,13,36788,26389,0,9929,1,2,3,1722985,24,649.13,-1,0,1,497464.0
30,0,1,1,0,0,7,19550,0,2,432,1,2,1,745083,48,652.73,-1,0,1,468014.0
62,1,1,0,1,0,1,24517,0,2,1190,2,0,3,580989,60,641.12,-1,0,0,418940.0
47,0,0,0,0,1,7,9000,0,2,108,2,0,0,1455968,36,639.25,-1,0,1,176112.0
26,1,1,0,1,1,3,33538,50255,2,3517,0,0,1,757606,72,681.89,-1,0,0,585226.0
33,0,1,1,1,0,1,26458,0,2,4439,2,0,0,1140619,12,621.17,-1,0,0,475892.0
47,1,1,1,1,1,24,74831,30820,2,25556,1,0,0,1524880,72,681.41,-1,0,0,30743.0
43,0,1,2,1,1,2,33108,0,2,11010,2,1,0,753279,18,603.67,-1,0,0,463980.0
22,1,0,2,1,0,1,14094,53713,2,2693,1,1,2,1405800,18,620.31,-1,0,1,233406.0
49,1,1,2,1,1,25,41672,0,0,5687,0,2,4,2107795,24,651.14,-1,0,1,905312.0
62,1,1,0,0,0,37,46390,0,2,3601,1,2,1,1624874,48,688.25,-1,0,0,986902.0
40,0,1,0,0,0,4,27146,30025,1,9520,2,0,3,424680,18,584.99,-1,0,1,371560.0
36,1,1,0,1,0,12,52961,34742,2,4400,1,0,1,1112314,24,636.26,-1,0,0,953620.0
55,0,0,0,2,0,6,32377,18438,1,12354,0,2,0,2132434,72,617.3,-1,0,0,0.0
26,0,1,2,1,0,5,30870,56926,2,194,1,0,1,87995,48,553.01,-1,0,1,87995.0
41,1,1,1,1,0,12,37010,0,0,13365,1,0,0,1247621,84,611.52,-1,0,1,0.0
63,1,1,0,1,1,16,46674,0,2,14241,0,1,0,2010868,84,666.86,-1,0,0,0.0
58,1,1,0,2,1,12,62358,0,0,25335,1,2,0,464747,60,638.72,-1,0,0,0.0
43,1,1,0,1,0,3,30773,9411,2,4469,0,1,4,400444,72,625.94,-1,0,0,293692.0
29,1,1,0,1,0,8,33720,0,2,6841,1,0,3,988000,18,698.03,-1,0,0,719862.0
62,1,1,0,1,0,30,53805,0,2,1378,1,1,1,1717361,18,768.71,3,1,0,1717361.0
33,1,1,0,1,0,2,12066,51707,0,539,0,2,3,2485016,36,677.56,-1,0,1,282246.0
36,1,1,0,1,0,17,45369,0,2,4853,1,2,0,56072,84,693.95,-1,0,0,56072.0
57,0,1,0,2,0,10,49836,34790,2,2626,1,0,2,1627726,12,691.88,-1,0,0,1214388.0
23,0,1,2,2,0,3,28386,0,2,6426,2,1,0,1686604,72,681.38,-1,0,0,246978.0
46,1,1,0,2,0,0,23613,0,2,64,1,1,0,1085002,84,593.47,-1,0,1,466884.0
61,1,1,0,0,0,17,32226,58329,2,8647,2,2,5,679689,84,672.87,-1,0,0,79302.0
62,0,1,1,2,0,0,19970,0,2,1461,2,1,1,1188426,72,660.65,-1,0,1,394058.0
58,0,0,1,1,0,9,30521,0,2,8986,1,1,4,541498,24,659.58,-1,0,0,541498.0
44,1,1,0,1,1,13,49886,0,2,7925,0,1,4,334404,84,683.88,-1,0,0,334404.0
48,0,0,0,2,0,8,45551,0,2,19760,1,1,2,919431,36,630.97,-1,0,0,199660.0
36,1,0,0,1,0,10,41001,0,0,1558,1,1,5,1154839,18,575.57,-1,0,1,791976.0
49,0,1,2,0,0,22,41183,0,2,15859,1,1,4,1512918,84,696.21,-1,0,0,0.0
37,1,1,0,1,0,13,44207,43805,1,13444,1,2,2,330576,24,668.59,-1,0,0,330576.0
39,1,1,0,1,0,17,49413,40098,2,10889,1,2,2,121778,18,734.74,-1,0,0,121778.0
58,0,1,1,1,0,4,26733,48580,2,8524,1,2,0,1775978,18,620.7,-1,0,0,381228.0
52,0,1,2,1,0,32,53551,22196,2,8043,1,0,2,125171,84,711.89,-1,0,0,125171.0
41,1,1,1,1,0,18,58992,0,2,15793,0,1,3,2106945,72,709.38,7,1,0,632664.0
45,0,0,1,0,1,3,9000,0,0,2835,1,2,2,274946,72,608.01,-1,0,0,0.0
51,0,1,0,2,1,17,52987,0,0,2546,1,1,4,1611723,60,627.07,-1,0,1,906980.0
31,0,1,1,2,0,6,25621,20122,2,2857,2,1,1,1263011,36,693.37,-1,0,0,537673.0
45,0,1,1,1,0,8,27467,45384,2,113,0,2,3,2041637,72,623.23,-1,0,0,541204.0
41,0,1,0,1,0,19,53870,30059,2,11800,1,2,4,1870877,36,696.63,-1,0,0,921950.0
32,1,0,1,0,0,8,31201,45165,2,4341,2,1,1,1141872,48,704.99,-1,0,0,727662.0
22,0,1,1,2,1,1,37449,0,2,15951,0,2,3,799400,72,611.95,-1,0,0,0.0
33,1,1,0,1,0,9,29368,0,1,12804,1,2,1,162876,12,612.49,-1,0,0,162876.0
54,1,1,1,0,0,13,42028,56014,2,2258,0,1,0,1267964,12,659.57,-1,0,0,1023604.0
63,0,1,0,1,0,30,58536,0,1,12164,1,0,3,106990,60,666.12,-1,0,0,106990.0
33,1,1,1,1,0,13,38088,0,2,14288,1,2,0,2426422,12,670.09,-1,0,0,780744.0
28,0,0,1,0,0,3,9618,57208,0,1488,0,1,0,2279669,36,585.7,-1,0,1,138792.0
37,1,1,1,2,0,18,70515,30261,2,28552,0,2,1,1857504,60,670.97,-1,0,0,49755.0
53,1,1,2,1,0,34,60020,29193,0,842,1,1,1,2403869,12,687.82,-1,0,1,1490396.0
27,0,0,1,1,1,2,10561,0,2,3912,1,2,0,875270,18,626.83,-1,0,1,140804.0
21,0,1,0,0,0,2,9000,27631,2,2273,1,0,1,699233,48,619.57,-1,0,1,70896.0
28,1,1,1,1,1,7,32467,0,0,5886,1,0,3,2201318,18,618.78,-1,0,1,543392.0
55,1,0,2,1,0,33,51144,23035,2,15417,2,1,4,1856556,36,721.5,3,1,0,979308.0
55,0,1,2,1,1,36,56832,11255,2,20791,0,0,0,840062,72,683.69,-1,0,0,0.0
35,0,1,1,1,0,8,30624,14531,2,6559,1,2,4,975821,24,669.72,-1,0,0,608184.0
59,1,0,1,1,0,19,45466,0,0,2570,0,1,1,1737100,48,666.07,-1,0,1,1013290.0
60,1,1,0,1,0,5,26322,8579,1,1229,0,0,3,2307560,72,667.4,-1,0,0,569562.0
36,0,1,0,1,1,1,25554,26277,2,5217,0,0,1,1514095,18,578.37,-1,0,1,417174.0
46,0,1,1,1,1,4,23073,0,1,6816,0,2,3,1757770,18,656.04,-1,0,0,454137.0
37,1,1,3,0,0,13,20206,33410,2,3796,0,2,1,1087308,24,645.83,-1,0,0,313016.0
29,0,1,3,1,0,3,18846,0,1,5121,0,2,0,64377,12,632.0,-1,0,0,64377.0
42,1,0,1,1,0,14,45620,0,2,10790,0,2,1,1302528,48,670.23,-1,0,0,622580.0
22,0,1,0,1,1,0,25309,0,2,2679,1,0,1,750278,84,634.28,-1,0,1,281144.0
64,1,1,1,1,0,6,15368,0,1,68,2,2,3,1107884,48,615.96,-1,0,1,304096.0
25,0,1,2,1,1,6,30073,36636,0,7124,0,0,0,2427425,60,648.78,-1,0,1,174020.0
29,1,1,0,1,1,1,37528,0,2,15320,1,1,0,1832739,24,571.85,-1,0,1,382880.0
21,0,1,3,2,1,1,37184,0,2,7698,1,0,0,2097271,18,591.09,-1,0,1,605116.0
22,1,0,1,2,1,1,30900,0,2,10234,1,0,1,2088533,18,597.78,-1,0,1,433788.0
34,1,1,0,2,0,6,44530,0,2,13687,1,2,1,1013497,18,601.81,-1,0,0,644234.0
34,0,1,0,1,1,7,33735,0,2,11564,1,0,3,1251933,24,680.16,-1,0,0,565839.0
47,0,0,0,1,1,14,36730,0,0,3362,0,0,1,2235027,84,623.48,-1,0,1,452192.0
62,1,0,0,1,1,43,46349,45566,2,2112,2,1,3,2040228,36,730.92,-1,0,0,1314438.0
38,1,0,0,1,0,12,34992,30372,1,208,1,2,4,2268157,60,671.08,-1,0,0,862320.0
25,0,0,1,2,0,6,34452,0,0,14068,0,1,4,1438560,12,572.51,-1,0,1,520224.0
21,1,1,1,1,0,1,22853,0,1,5149,0,0,1,551722,18,587.23,-1,0,1,364378.0
44,1,1,0,2,0,19,66725,0,2,3539,1,1,1,1105473,18,710.15,-1,0,0,1105473.0
55,1,0,0,2,1,13,49242,57921,2,6242,2,1,0,1645866,36,770.28,3,1,0,1498758.0
39,0,1,0,2,1,9,42379,44869,2,2998,0,0,4,835954,60,690.6,-1,0,0,835954.0
47,0,0,0,1,0,5,34013,0,2,10589,1,1,1,1383160,72,641.91,-1,0,0,0.0
47,0,1,2,0,0,14,30603,0,2,13647,0,1,3,2158385,18,673.53,-1,0,0,519429.0
54,1,1,0,2,1,3,38897,53768,2,6176,1,2,0,438966,36,622.37,-1,0,0,438966.0
30,0,0,0,1,0,7,26811,0,2,11228,1,0,1,1613708,48,597.38,-1,0,1,0.0
21,1,0,1,1,1,1,25939,0,0,8875,1,0,3,1545624,24,656.48,-1,0,1,435475.0
30,0,1,0,1,0,3,28697,24510,2,2394,1,1,3,58332,36,611.1,-1,0,0,58332.0
42,0,1,1,2,0,7,45263,43728,1,14242,0,2,3,2367954,12,601.82,-1,0,0,734356.0
51,0,0,2,1,0,14,46491,0,0,16053,1,1,0,1112315,18,628.15,-1,0,1,640866.0
56,1,0,2,1,0,20,49623,0,2,12122,1,1,0,2396761,36,614.96,-1,0,0,556068.0
36,1,0,0,1,0,3,34132,0,1,8377,2,1,1,1245646,24,573.21,-1,0,1,481592.0
46,1,1,1,1,0,4,16670,0,2,4349,1,2,3,1744927,60,627.0,-1,0,1,72460.0
60,0,1,1,1,0,8,35563,15510,2,5646,0,2,0,506508,60,689.18,-1,0,0,506508.0
32,0,0,0,1,1,1,26003,0,1,1476,1,1,2,2306356,48,570.47,-1,0,1,449212.0
60,0,0,0,2,0,7,36150,0,2,11184,1,2,3,682749,60,653.29,-1,0,0,232710.0
34,0,0,1,0,0,15,44865,0,2,13919,1,2,2,2114421,36,648.51,-1,0,0,396216.0
62,0,1,1,2,0,1,29472,0,0,3639,1,1,3,2130622,72,574.18,-1,0,1,327432.0
40,1,0,1,1,1,16,43201,22384,2,13239,2,2,1,1408252,72,617.08,-1,0,0,0.0
43,0,0,1,1,0,9,42685,0,1,3295,0,2,3,2162338,48,656.74,-1,0,0,908965.0
42,1,1,0,1,0,15,50233,0,0,5293,2,1,0,593247,18,635.56,-1,0,1,593247.0
54,1,1,0,2,0,4,27387,0,2,8222,0,1,1,929638,84,634.47,-1,0,0,0.0
54,1,0,0,1,0,15,44138,0,2,7012,1,0,3,599636,24,713.89,-1,0,0,599636.0
39,0,0,1,1,0,10,28970,0,2,7479,1,1,0,1980956,72,611.96,-1,0,0,40912.0
34,0,1,1,1,0,6,25902,15220,2,6063,0,2,0,809924,24,603.89,-1,0,0,372528.0
44,0,1,2,1,0,14,30017,33989,2,7895,1,0,1,685903,18,647.09,-1,0,0,458230.0
62,1,1,1,1,0,36,56621,42437,2,5250,0,2,0,93787,36,745.24,-1,0,0,93787.0
50,0,1,0,0,0,21,54840,0,0,13502,0,2,5,273304,12,625.47,-1,0,0,273304.0
22,1,1,3,1,1,3,12703,14177,2,1612,1,1,4,1224986,36,643.58,-1,0,1,196028.0
47,1,0,1,2,0,18,58086,0,2,16132,1,1,1,96082,48,620.02,-1,0,0,96082.0
45,1,0,0,0,0,8,28308,39102,1,6930,0,1,0,229008,12,682.52,-1,0,0,229008.0
52,0,1,1,2,0,33,68942,32050,1,10514,0,2,3,1203518,60,702.08,-1,0,0,1203518.0
34,1,0,0,1,1,5,21118,0,2,1526,2,0,1,1387863,24,645.48,-1,0,0,385736.0
43,1,0,0,1,0,20,63272,0,1,25867,0,1,3,1149219,48,651.09,-1,0,0,340184.0
37,0,0,1,1,1,18,60787,44008,0,19984,0,2,5,912896,84,738.25,3,1,1,144954.0
56,1,0,0,2,0,2,31681,0,2,2758,1,1,1,2450446,36,645.0,-1,0,0,534332.0
55,1,0,0,2,0,15,50643,44806,2,15879,2,2,2,1990865,72,711.36,-1,0,0,376002.0
22,0,0,1,1,0,2,13909,0,2,278,1,0,1,2490254,12,622.14,-1,0,1,274844.0
38,1,0,0,1,0,9,33904,0,2,10309,1,0,2,333315,36,624.51,-1,0,0,306956.0
64,1,1,0,2,0,16,63972,47513,2,25210,1,0,4,2119119,36,670.34,-1,0,0,691740.0
25,1,1,1,1,0,4,25710,0,1,8896,1,0,3,2213695,84,627.69,-1,0,0,0.0
36,1,1,2,1,0,5,18362,30704,2,4107,2,1,4,122636,84,572.78,-1,0,1,22252.0
61,1,1,3,1,1,34,61205,0,2,17022,1,0,0,1070180,12,684.14,-1,0,0,1070180.0
55,0,1,1,1,0,4,18783,0,2,4242,1,1,0,2433896,18,596.02,-1,0,1,299304.0
27,0,1,1,2,0,5,36275,0,2,12649,1,0,0,2474316,24,668.23,-1,0,0,603299.0
43,0,1,0,1,1,21,54256,18049,2,3739,1,2,0,676211,18,739.8,3,1,0,676211.0
61,0,1,1,1,0,10,23781,54347,2,8922,1,1,1,807124,12,702.05,7,1,0,606366.0
22,1,1,0,2,0,3,32850,0,2,1122,0,2,2,1166709,18,561.33,-1,0,1,636804.0
35,0,0,0,1,1,13,49930,0,2,20606,0,1,1,1441492,18,643.95,-1,0,0,627692.0
53,0,1,1,1,0,28,48766,36051,1,1152,0,1,4,71023,72,698.82,-1,0,0,71023.0
39,0,1,1,1,1,11,53987,0,2,15814,1,0,1,2080865,12,669.19,-1,0,0,1159907.0
21,0,1,0,0,0,1,13757,52243,2,5571,1,1,3,1631905,12,592.07,-1,0,1,208288.0
22,1,1,1,1,0,2,9000,0,1,383,0,1,5,183171,48,565.39,-1,0,1,161616.0
26,1,1,0,1,1,6,24630,0,1,8812,1,0,0,222752,36,589.64,-1,0,1,175368.0
47,1,0,1,1,0,12,33678,22882,2,8027,0,0,2,2372548,36,681.88,-1,0,0,552978.0
40,1,0,1,0,1,12,29533,0,1,8431,0,2,0,1138414,72,610.6,-1,0,0,0.0
51,0,1,2,1,0,2,16766,0,1,2617,1,1,1,1568601,24,623.89,-1,0,1,272512.0
57,0,0,2,2,0,18,57313,51856,1,10368,0,0,1,1303434,84,697.21,-1,0,0,561913.0
39,0,0,0,1,0,2,21467,0,2,8710,0,0,1,1114546,48,611.06,-1,0,0,11260.0
54,0,1,0,1,0,22,53659,48311,2,861,2,0,1,2396085,12,694.15,-1,0,0,1331143.0
39,0,1,0,1,0,1,17612,33396,2,6746,1,0,0,2385675,36,636.53,-1,0,1,109384.0
34,1,1,0,1,0,10,30922,57057,2,10693,0,1,1,108639,24,651.21,-1,0,0,108639.0
63,1,0,0,0,0,5,13568,0,2,2684,0,2,3,636765,18,698.45,-1,0,1,290888.0
49,1,1,0,1,0,10,33761,0,2,6286,1,0,1,1772381,72,588.57,-1,0,1,222628.0
44,0,1,2,1,0,0,19477,0,2,6061,1,1,1,1412489,84,699.55,-1,0,1,0.0
37,1,1,0,1,0,3,26308,43970,2,4343,0,2,3,1886393,36,636.82,-1,0,0,369812.0
33,1,1,1,0,1,2,17917,25486,1,5440,1,0,0,677848,60,620.13,-1,0,1,31940.0
59,0,0,2,1,0,33,61095,20812,0,26753,0,1,2,327805,60,675.16,-1,0,0,0.0
41,0,1,0,1,1,2,23917,0,0,2942,1,1,1,114952,24,550.0,-1,0,1,114952.0
41,1,0,1,2,0,7,54903,24137,2,10212,1,1,3,2026154,18,688.31,-1,0,0,1188759.0
46,1,0,1,1,0,21,51712,29843,2,21704,0,0,2,1375446,60,661.03,-1,0,0,0.0
30,1,1,0,2,0,1,38422,9019,1,7728,0,0,3,1396317,18,662.59,-1,0,0,821446.0
40,1,1,0,0,1,15,44528,13044,0,14062,1,0,4,2319073,60,654.34,-1,0,1,269480.0
36,0,1,1,1,0,10,53030,0,2,8792,0,0,3,2199032,72,691.62,-1,0,0,692726.0
51,0,0,0,1,1,3,16651,0,2,5363,0,0,3,2240636,48,675.01,-1,0,1,158851.0
28,1,1,0,1,0,9,23536,0,2,10094,2,2,2,1922028,18,655.66,-1,0,0,406708.0
37,0,1,0,1,1,15,51975,0,0,13380,1,0,5,1978509,18,619.35,-1,0,1,798660.0
58,0,1,0,1,1,6,29659,23331,0,2419,0,1,1,1223173,84,630.07,-1,0,1,389984.0
63,1,1,2,1,0,25,49154,0,2,20700,0,2,2,572288,48,694.04,-1,0,0,235250.0
47,1,1,1,1,0,14,40236,21737,2,15522,0,0,4,2031078,72,654.59,-1,0,0,0.0
51,1,1,2,0,0,24,31280,0,1,205,1,0,1,1421282,60,657.89,-1,0,0,769700.0
32,0,1,1,0,1,9,28928,0,1,12320,0,2,0,746107,60,557.79,-1,0,1,0.0
57,0,0,1,1,0,24,61001,54303,0,9713,0,1,0,1376533,12,628.46,-1,0,1,1103464.0
50,1,0,1,0,0,3,16640,48374,2,4207,1,1,1,482387,36,637.6,-1,0,0,181348.0
40,0,0,0,0,1,10,23880,23933,2,6398,1,1,2,1398258,36,663.26,-1,0,0,366672.0
45,1,0,1,1,0,14,36602,0,2,9679,0,1,1,555097,18,638.03,-1,0,0,555097.0
61,0,1,1,1,0,29,53509,18082,0,3189,1,0,3,1298911,84,659.83,-1,0,1,1069849.0
58,1,1,0,1,0,24,50963,0,2,20415,1,2,0,1563304,48,658.95,-1,0,0,294155.0
