Age,Gender,Marital_Status,Dependents,Education,Self_Employed,Work_Experience_Years,ApplicantIncome,CoapplicantIncome,Salary_Payment_Mode,Existing_EMI,Residential_Assets,Area,Loan_Purpose,LoanAmount,Loan_Amount_Term,Approved_Status,Approved_Bank,Hidden_CIBIL
62,0,1,0,1,1,4,25887,40949,2,9914,1,0,3,2488192,84,0,-1,636.72
58,0,1,0,0,0,6,22747,0,1,9896,0,2,1,278581,84,0,-1,581.48
33,1,1,0,1,0,13,45198,0,0,14598,0,1,2,1459146,18,0,-1,664.8
31,1,1,1,1,0,3,20117,0,1,2609,0,2,4,66617,84,0,-1,631.29
47,1,1,3,2,0,2,39299,0,0,3337,1,2,0,954950,24,0,-1,606.69
25,1,1,0,1,0,5,26191,52177,2,5867,0,2,0,1130270,60,0,-1,589.16
22,1,1,1,1,0,2,18295,28563,2,3401,1,0,3,156722,60,0,-1,612.03
36,1,1,1,1,1,17,43468,0,2,15831,1,1,2,2433867,48,0,-1,650.5
40,0,0,0,1,0,3,29412,51870,2,11433,0,1,2,976919,36,0,-1,630.45
37,0,0,0,1,0,13,39916,0,2,17491,1,1,2,271110,48,0,-1,674.26
44,1,1,0,1,0,5,28231,55102,2,9716,0,0,1,2251787,36,0,-1,621.86
49,1,0,1,1,1,11,32164,0,2,6044,0,2,3,1110163,60,0,-1,657.77
53,1,0,2,1,1,18,53140,0,2,14836,1,0,2,1837268,84,1,3,716.05
44,0,1,0,1,1,2,19508,38293,2,1118,1,2,2,1029712,72,0,-1,648.85
37,1,1,0,2,0,16,53176,0,1,12773,0,2,0,2425185,60,0,-1,652.44
48,0,0,2,1,0,19,58154,39464,0,11724,0,1,0,1585079,12,0,-1,611.61
53,1,1,0,1,0,5,26396,0,2,9131,0,1,0,2006119,24,0,-1,687.0
32,1,1,0,1,0,8,34895,0,2,6132,0,0,4,1738673,36,0,-1,645.21
59,1,1,0,1,1,22,43224,12878,2,12291,1,0,0,799107,18,0,-1,665.52
44,1,1,0,1,1,0,18605,0,2,2587,0,0,2,364415,72,0,-1,567.48
26,1,0,0,1,0,2,23698,29742,2,2022,1,2,2,1501622,18,0,-1,632.13
41,1,0,0,1,0,14,36831,0,2,14841,0,1,1,1758433,72,0,-1,677.11
61,1,1,0,1,0,20,50941,0,1,1330,1,2,2,1367189,72,0,-1,627.58
60,1,1,0,1,1,10,25769,36209,1,9614,1,2,2,289512,48,0,-1,644.56
24,1,0,0,1,1,3,22301,0,2,5174,1,1,3,667615,18,0,-1,630.06
43,1,0,0,1,1,13,43071,0,2,17878,1,1,2,2476296,48,0,-1,631.74
63,0,1,0,1,0,0,18618,0,0,7708,0,2,0,739446,18,0,-1,550.42
41,0,0,1,1,0,18,55295,0,2,17023,1,0,3,2338355,48,0,-1,712.89
33,1,1,2,1,0,1,10740,0,2,4659,0,1,3,309470,84,0,-1,685.55
53,1,1,0,1,0,32,56646,22055,2,12929,0,0,1,2221538,24,0,-1,659.09
32,1,0,1,1,0,11,36049,0,2,15307,1,1,3,111431,48,0,-1,645.94
52,1,1,1,1,0,0,9000,23260,2,2654,1,0,5,119858,84,0,-1,618.2
32,1,1,2,0,0,4,22614,17401,2,9730,1,1,1,1019695,72,0,-1,667.32
45,0,0,0,0,1,25,25047,0,2,10145,1,1,0,2028235,24,0,-1,670.76
42,1,0,0,1,0,15,37116,0,1,12408,0,1,1,2020839,60,0,-1,550.0
54,1,0,2,1,0,2,19314,41225,2,6163,0,1,1,1540814,36,0,-1,641.29
35,0,1,1,1,1,0,28872,0,0,7697,2,1,4,2265400,24,0,-1,565.63
56,1,1,1,1,0,23,46834,27281,1,18261,1,1,3,1907165,24,0,-1,689.84
61,1,1,1,1,0,27,57116,0,2,24189,1,1,2,329131,72,0,-1,650.13
32,0,0,1,1,0,1,16141,0,0,1172,0,1,2,2093792,12,0,-1,636.16
28,1,0,1,0,0,5,18978,33855,2,4249,1,2,1,1422895,60,0,-1,573.69
35,0,0,1,1,1,7,40943,33205,0,166,0,2,1,469815,72,0,-1,614.87
21,1,1,1,1,0,2,25921,0,2,7237,0,2,1,1163993,36,0,-1,679.23
61,1,1,0,1,1,35,51601,0,2,9230,1,1,1,1554256,24,1,3,776.02
59,0,1,0,0,0,4,14107,0,2,2871,0,1,2,1030852,60,0,-1,608.83
63,1,0,0,1,0,20,42969,0,2,11650,0,2,1,800901,36,0,-1,682.44
59,1,1,2,0,1,34,47456,0,0,17176,1,1,4,2499827,60,0,-1,672.13
37,0,1,0,1,1,2,18398,0,2,1612,1,2,4,890871,48,0,-1,656.37
31,1,1,0,1,0,3,21031,48874,0,775,0,2,0,397602,36,0,-1,555.33
23,1,0,0,1,0,2,17264,0,2,3647,1,0,2,952534,36,0,-1,629.29
45,1,1,2,1,0,11,37497,0,2,7235,0,2,0,422863,24,0,-1,635.39
51,1,1,0,1,1,9,26400,0,0,9320,0,0,0,1620515,84,0,-1,582.07
25,0,1,1,1,0,2,18313,44716,2,4209,1,0,0,1190508,72,0,-1,674.82
21,1,1,3,1,1,0,22971,45217,2,9784,1,0,3,1929810,48,0,-1,647.98
41,0,0,2,1,0,16,43780,52087,2,17295,1,2,2,1047456,84,0,-1,657.87
51,1,1,0,2,0,16,52911,0,0,818,0,0,1,908416,72,0,-1,648.54
43,0,1,2,2,1,11,47328,0,0,5969,1,2,3,266391,84,0,-1,654.28
54,0,0,2,1,0,12,30255,0,2,1982,2,2,4,1985941,84,0,-1,669.31
62,1,0,0,1,1,36,48565,0,2,16344,1,1,4,1178347,12,0,-1,752.46
28,1,0,0,1,0,3,16652,0,2,5898,1,2,2,1573355,12,0,-1,604.61
43,1,1,1,0,0,5,18062,17402,2,4074,1,2,3,995126,48,0,-1,663.89
33,1,1,0,0,0,6,28453,27059,0,2127,2,1,2,528630,24,0,-1,609.14
45,0,1,1,1,0,25,63139,12477,2,17633,2,2,4,1759296,24,0,-1,699.49
30,1,1,2,1,0,10,44019,0,1,2078,2,2,2,1030721,84,0,-1,602.38
58,1,0,1,1,0,38,48512,58407,2,9998,0,1,1,423130,84,1,3,730.54
57,0,1,1,1,0,27,73469,0,1,26183,1,2,2,745588,36,1,7,707.35
49,1,0,0,1,1,4,29474,0,2,4666,1,2,2,1296316,12,0,-1,596.48
53,0,1,1,1,1,6,29204,0,2,7383,1,2,2,691773,60,0,-1,565.53
53,0,1,1,1,0,2,31997,0,0,10373,1,1,4,245197,18,0,-1,613.72
29,0,1,1,2,1,10,33605,0,2,4872,0,2,2,1089511,18,0,-1,641.62
51,1,0,1,1,0,10,39427,0,0,7863,1,1,1,1979328,18,0,-1,683.61
22,1,1,0,1,0,3,10662,0,0,4595,0,1,3,1918870,84,0,-1,632.21
22,0,0,0,1,0,2,31050,0,1,12981,0,2,0,727653,60,0,-1,612.15
54,1,1,1,1,1,1,24144,0,2,9654,0,1,0,1712005,12,0,-1,683.61
54,0,1,1,1,0,4,33824,54688,2,11397,1,0,0,2455065,84,0,-1,623.88
42,1,0,0,0,1,4,12398,13504,0,1122,0,2,0,609093,12,0,-1,580.51
43,1,1,1,2,0,21,62864,17103,2,6189,0,1,4,1821706,18,0,-1,705.59
46,1,1,2,1,0,16,37568,0,2,6061,2,2,0,808319,84,0,-1,678.13
24,1,1,1,1,0,4,21796,28613,2,2432,0,2,2,408410,24,0,-1,569.47
32,1,1,0,1,0,4,22647,0,1,3842,2,0,1,1834787,36,0,-1,602.63
31,0,0,1,2,0,9,34250,0,2,3318,2,2,4,1940222,48,0,-1,618.81
28,0,1,2,1,0,4,38923,0,2,16536,0,1,1,2200029,72,0,-1,620.2
28,0,0,0,0,0,9,23295,10705,2,6928,1,1,0,62519,24,0,-1,582.41
46,1,0,1,1,1,27,56286,48684,2,23601,1,2,0,880467,84,0,-1,634.07
34,1,1,2,1,1,6,34424,50359,2,5593,1,0,2,1247789,48,0,-1,576.18
38,1,0,0,1,1,7,34152,0,1,1110,0,1,1,333370,36,0,-1,597.35
26,1,1,0,1,0,5,29631,0,1,1374,0,2,2,2220440,72,0,-1,614.81
64,1,1,0,2,0,20,69798,45317,2,5429,1,1,2,633693,36,0,-1,753.74
29,1,1,0,1,0,6,28652,52342,2,6096,0,1,0,2314567,24,0,-1,577.85
29,1,1,1,1,0,2,28307,0,2,4786,2,1,1,2302408,18,0,-1,632.68
36,1,0,1,0,0,2,9000,10283,2,1979,1,2,3,523469,12,0,-1,651.52
40,0,1,1,0,0,1,14518,0,2,2617,2,2,0,1351162,84,0,-1,578.63
30,1,1,2,2,0,5,43511,55475,1,5585,1,2,3,1995118,36,0,-1,626.53
61,1,0,0,1,0,17,51038,8903,2,3622,2,1,3,1986289,24,0,-1,662.55
56,0,0,0,1,0,11,42564,40074,2,13281,2,0,3,1611261,60,0,-1,665.79
25,1,0,2,1,0,3,27784,40569,2,1128,0,2,1,795447,18,0,-1,600.09
62,1,1,0,1,1,6,30583,0,0,7478,0,2,3,1805178,36,0,-1,626.05
56,1,1,2,1,0,31,52132,0,0,15788,1,0,0,838484,84,0,-1,679.69
59,0,1,0,1,1,4,18421,0,2,2215,1,2,2,1299251,84,0,-1,603.23
59,1,1,1,1,0,33,55141,19357,2,20020,0,2,0,593622,60,0,-1,731.52
27,0,1,1,1,0,3,27591,0,1,12236,0,0,3,454548,60,0,-1,550.0
28,1,0,0,1,1,8,34349,0,2,13042,0,0,1,2254660,24,0,-1,639.8
28,1,1,1,2,0,3,35104,28601,2,7053,1,2,1,2304858,60,0,-1,652.9
24,0,1,0,1,0,4,31620,0,0,8817,0,0,1,2016142,18,0,-1,587.88
60,0,0,2,1,1,33,61160,40699,1,1128,0,0,4,2120439,12,1,7,701.76
48,0,0,0,2,1,14,49868,0,2,1868,1,0,0,2243936,72,0,-1,705.89
30,0,0,0,0,0,6,10871,45840,2,191,1,0,1,1101186,72,0,-1,619.88
49,1,0,0,1,0,3,15270,13067,2,4109,2,2,2,1559387,18,0,-1,622.97
55,1,1,1,2,0,12,34356,0,2,1645,0,0,4,1614404,48,0,-1,703.42
49,1,1,0,0,0,30,46894,49543,1,1222,0,2,4,1656202,84,1,3,787.85
21,1,1,0,1,1,1,21289,0,2,3198,0,1,1,1185137,84,0,-1,600.15
26,1,1,0,1,0,0,23463,0,2,8467,0,0,1,1082045,48,0,-1,625.81
63,0,0,2,1,0,25,40059,0,2,7516,2,1,2,2315975,60,0,-1,656.67
61,1,1,2,1,0,25,56753,0,2,11871,1,1,1,1895844,84,0,-1,706.03
35,0,1,2,1,0,2,24259,43407,1,8068,1,2,4,1405210,84,0,-1,695.41
53,0,1,0,1,1,28,48100,13379,2,17388,0,2,0,2320511,18,0,-1,701.22
27,0,0,0,1,0,3,22650,0,0,5575,1,1,2,428565,48,0,-1,603.13
54,0,1,0,0,0,35,51869,20535,2,20102,0,1,3,658935,60,0,-1,718.01
47,1,1,2,1,1,15,51712,0,0,2033,0,1,0,1501431,36,0,-1,609.5
34,0,1,0,1,0,4,30291,40342,1,9616,2,0,4,2386054,60,0,-1,614.27
50,1,0,2,1,0,19,51981,0,2,6839,0,1,1,603014,36,0,-1,643.21
31,1,1,1,1,0,0,10632,43938,1,821,2,0,0,1858056,60,0,-1,638.05
54,0,1,1,1,1,35,39636,21250,1,7174,1,1,0,123543,36,1,3,712.92
38,0,0,1,0,0,2,23120,0,1,8937,1,2,5,231821,84,0,-1,587.7
62,1,1,2,0,0,7,9000,0,2,2699,1,0,0,2415264,72,0,-1,707.49
46,0,0,2,2,0,10,45872,0,2,10573,0,2,3,1078884,72,0,-1,628.77
60,0,0,0,1,1,18,54170,22053,2,11652,0,2,2,1670176,18,0,-1,671.94
57,1,1,0,1,0,33,45344,12752,0,873,0,2,4,2481100,36,0,-1,734.23
51,1,0,1,1,0,15,46111,40318,2,9831,2,1,1,1851097,72,0,-1,703.07
24,1,1,3,1,0,3,23750,0,2,90,1,0,4,1484303,48,0,-1,634.26
25,1,1,2,1,0,2,24627,0,0,7972,1,2,1,109862,12,0,-1,550.0
44,0,1,3,1,0,15,52103,28092,2,14623,0,2,2,857181,60,0,-1,654.49
43,0,1,0,2,0,6,41579,38662,2,16879,1,2,1,2035517,24,0,-1,616.87
26,1,0,0,1,0,3,21503,0,2,4417,0,1,4,2211237,18,0,-1,574.27
35,1,0,1,1,1,11,42327,16859,2,8384,2,2,1,1498124,12,0,-1,636.74
25,0,0,1,1,0,3,20885,0,0,3711,2,0,1,2300500,48,0,-1,550.0
48,1,1,1,1,0,23,53813,0,2,11924,0,2,1,1548773,84,0,-1,676.3
29,1,0,2,1,0,1,24752,31482,2,7566,0,0,3,1701996,84,0,-1,626.58
35,1,1,0,2,0,15,61272,0,2,18825,0,1,3,1340624,84,0,-1,697.17
26,1,1,1,1,0,2,16646,0,2,4333,1,1,4,530259,24,0,-1,615.31
42,0,0,1,2,0,18,47218,0,0,848,1,1,1,1624433,84,0,-1,648.8
59,1,1,0,1,0,40,63846,0,2,6269,2,2,3,1495017,12,1,3,767.66
32,0,1,0,1,0,7,24569,57801,2,9355,1,2,2,741583,24,0,-1,610.6
56,1,0,0,1,0,27,42416,0,2,1097,2,1,4,549848,72,1,7,702.84
58,1,1,1,1,0,13,39218,46774,0,14972,2,2,4,1119069,24,0,-1,610.02
21,0,0,0,2,0,1,30281,54954,1,10881,2,0,3,2008056,36,0,-1,653.23
41,0,0,0,1,0,4,15149,52009,2,5668,0,2,0,321032,60,0,-1,665.06
48,1,1,0,0,1,24,45993,0,0,6966,1,2,1,1559372,84,0,-1,702.28
55,1,0,0,1,0,11,37751,0,2,9842,0,2,2,2064202,36,0,-1,743.28
41,1,0,0,1,1,2,18408,0,2,4755,0,1,2,1293449,60,0,-1,567.74
28,0,1,1,1,1,6,36875,43636,2,13650,1,1,4,1695701,48,0,-1,615.62
51,1,1,0,1,0,11,35712,25324,2,1257,1,0,1,1417018,36,0,-1,672.45
36,1,0,3,1,0,0,20443,0,2,3012,1,1,2,829463,12,0,-1,634.41
46,0,0,0,1,0,24,59022,0,1,21764,2,2,2,1018580,48,0,-1,651.38
38,0,1,0,1,0,9,37587,0,2,11435,2,0,1,1363645,48,0,-1,662.02
22,1,1,1,1,0,3,12667,0,2,3100,1,2,0,430995,72,0,-1,623.4
55,1,1,0,1,0,28,56561,10978,2,360,1,1,0,512550,18,1,3,766.09
41,0,1,0,1,0,7,27889,0,1,10253,0,2,2,1147734,48,0,-1,574.69
30,1,1,2,2,0,9,34913,0,0,2630,1,1,2,455777,12,0,-1,609.33
53,1,1,2,1,1,21,60671,52815,0,20794,1,1,1,708361,12,0,-1,685.79
32,0,1,0,1,0,1,27933,0,0,10142,0,1,4,149655,18,0,-1,580.81
64,1,1,1,1,0,22,57615,0,0,18009,1,2,2,854588,84,0,-1,642.07
56,0,0,0,1,0,26,48041,59651,1,1623,0,2,1,405121,84,0,-1,688.92
41,1,1,0,1,0,17,54427,37063,0,24335,0,1,3,785047,84,0,-1,607.21
63,1,0,0,2,1,37,65011,0,2,25239,2,1,2,1550991,48,0,-1,758.27
41,0,0,1,0,0,14,30253,44242,2,8912,0,0,2,1104961,18,0,-1,657.97
28,0,0,0,1,0,1,23960,0,2,3974,1,1,3,1688765,48,0,-1,703.11
21,1,0,0,1,1,1,17922,0,2,4703,1,1,0,2460827,48,0,-1,570.41
39,0,1,1,1,1,11,37564,44807,2,482,2,2,4,1905773,36,0,-1,699.78
43,0,0,2,1,0,9,47582,0,1,20922,0,1,3,1674124,18,0,-1,655.83
55,0,1,0,2,0,9,40648,10198,2,8544,1,1,5,2360099,72,0,-1,684.89
21,0,1,1,1,1,1,22073,0,0,3392,0,1,3,1632611,18,0,-1,644.35
49,0,1,0,1,0,26,59050,0,2,13615,0,1,0,363385,60,0,-1,697.3
24,1,0,1,1,0,5,24732,44039,1,2735,2,1,1,1042733,18,0,-1,643.91
62,0,1,0,2,0,26,56240,0,1,17013,0,1,1,545840,36,0,-1,672.67
53,0,0,0,1,0,34,41300,9544,2,18069,1,2,5,1276365,18,0,-1,633.97
22,1,0,0,1,0,3,25241,0,2,5930,1,0,1,633149,36,0,-1,656.71
41,1,0,3,2,0,9,41645,0,0,14847,1,1,3,1180769,18,0,-1,623.49
59,0,1,0,0,1,22,41615,11762,1,4632,0,1,4,430595,24,1,7,700.59
31,0,0,1,1,0,10,29398,11944,0,6859,2,1,3,403161,84,0,-1,625.58
34,1,1,2,1,1,12,34211,13095,2,15311,1,1,1,1161256,18,0,-1,657.94
32,1,1,0,1,0,1,16792,58700,2,546,2,0,3,1101790,60,0,-1,617.33
39,1,0,2,1,0,4,29496,26428,2,9968,0,0,3,1022385,18,0,-1,702.17
28,1,1,0,0,0,0,9000,35392,0,710,0,2,0,319029,84,0,-1,573.26
63,1,0,2,1,0,13,40443,14743,0,17667,1,0,1,374518,36,0,-1,626.42
24,1,1,1,1,0,2,19246,0,0,5704,1,2,4,1687540,18,0,-1,632.18
52,1,1,2,0,0,14,25516,0,1,5112,1,0,1,281764,60,0,-1,708.77
51,1,1,2,1,0,4,31970,25834,2,1502,0,0,1,247696,24,0,-1,601.22
31,1,1,2,1,1,6,38976,46982,0,8568,1,1,4,358369,48,0,-1,593.12
51,1,1,3,1,0,29,49083,0,2,6957,1,2,5,525107,36,0,-1,670.56
36,0,0,1,0,0,4,22806,0,2,9673,1,2,5,1902076,84,0,-1,644.5
22,1,1,3,2,0,3,37558,18440,2,15014,2,1,1,2355451,12,0,-1,674.3
29,1,0,1,1,1,2,25044,42820,2,10165,0,0,0,1192277,36,0,-1,581.77
64,1,1,0,1,0,45,52753,0,2,16903,1,0,3,96949,84,0,-1,805.15
24,1,1,3,0,0,0,15509,31974,2,2863,0,2,2,1529346,24,0,-1,607.82
61,0,0,0,1,0,3,14365,23674,2,2012,1,2,2,787911,18,0,-1,669.76
60,0,1,1,2,0,17,60227,0,2,11178,0,1,2,517428,36,0,-1,689.18
24,0,1,0,1,1,0,9934,0,2,412,1,1,3,320895,24,0,-1,632.87
62,1,1,1,1,0,37,58666,27785,2,5738,1,2,3,1702601,18,0,-1,740.16
45,0,1,0,0,1,9,30997,0,2,5305,1,1,0,1128857,18,0,-1,609.49
25,1,1,0,1,0,6,39202,55407,2,15295,1,2,4,1801889,84,0,-1,597.44
25,0,1,1,1,0,3,22366,0,2,8803,0,2,0,459592,18,0,-1,623.21
24,0,1,1,1,1,1,10394,0,0,3493,1,1,3,1293644,48,0,-1,644.35
22,1,1,0,1,0,3,15754,0,0,6245,1,0,0,1678925,24,0,-1,596.21
60,0,0,1,2,1,13,45954,0,1,2320,1,1,0,2193311,72,0,-1,706.42
40,0,0,2,2,0,16,62278,27705,1,2216,2,1,1,1161772,18,0,-1,693.44
43,1,1,1,1,0,6,29751,0,0,6044,0,1,4,2380770,36,0,-1,608.26
50,1,1,0,1,0,8,35274,53158,2,15148,0,1,4,581645,12,0,-1,646.75
27,1,0,1,1,0,6,9000,0,2,703,1,2,3,152265,60,0,-1,620.4
57,1,0,1,1,1,9,35954,22038,2,2942,1,2,1,245216,12,0,-1,636.5
57,1,1,1,1,0,29,61004,35596,0,16300,1,2,5,2192404,36,0,-1,711.37
52,1,0,1,1,0,26,51160,0,2,11376,1,0,4,1121834,72,0,-1,746.87
36,1,1,0,1,0,2,27525,0,2,3973,1,1,1,650469,36,0,-1,591.11
29,0,1,0,1,0,6,20677,0,0,6361,1,1,1,2361979,24,0,-1,596.72
63,1,1,0,1,1,28,51247,0,2,20789,0,2,3,296587,60,0,-1,736.76
48,1,0,2,1,0,12,45135,0,2,4624,1,2,2,2409630,60,0,-1,693.19
42,1,0,0,1,0,8,33506,44472,0,13854,0,2,0,2191805,48,0,-1,558.87
63,1,1,0,1,0,30,59470,0,2,16512,1,2,1,2474564,72,0,-1,663.61
50,1,1,0,1,0,1,24617,0,2,10073,0,1,1,907823,72,0,-1,641.16
37,1,1,0,0,1,1,9000,50550,0,1922,1,2,0,2203235,24,0,-1,621.18
48,0,0,2,1,0,8,26818,0,0,6322,1,2,3,1871901,48,0,-1,611.47
32,1,0,3,1,0,8,31564,0,0,6448,1,1,1,1868124,24,0,-1,586.01
27,0,0,0,1,0,7,32624,0,0,7782,0,1,3,2300653,18,0,-1,599.91
41,0,0,2,1,0,12,38553,31887,0,9501,1,2,3,2200404,36,0,-1,550.0
37,1,0,1,0,0,18,31187,0,2,10831,1,1,0,1062634,18,0,-1,629.06
21,1,0,3,1,0,2,24829,0,2,3005,2,1,0,232282,24,0,-1,590.51
56,1,0,0,1,1,8,26411,0,2,535,1,1,0,67156,36,0,-1,681.65
58,0,1,0,1,0,5,18857,0,1,2583,0,0,1,2148638,36,0,-1,632.26
57,0,1,0,1,1,2,28706,0,1,11599,0,0,3,2303317,72,0,-1,579.32
37,1,1,0,1,1,15,48751,0,2,17719,1,0,2,1557485,36,1,3,710.29
57,1,1,0,1,0,20,62136,0,2,19626,1,2,1,94101,24,1,3,714.75
25,1,1,1,0,0,4,34717,10008,2,14368,1,1,2,1626915,12,0,-1,627.59
42,0,1,0,1,0,23,62189,0,0,7734,0,1,0,1507960,18,0,-1,692.74
34,1,1,1,1,1,2,25836,0,0,9621,0,1,2,1784820,60,0,-1,550.0
43,0,1,2,2,0,18,61883,0,1,19141,1,0,2,1977978,36,0,-1,631.55
61,0,1,0,1,0,31,48735,46573,0,8417,1,0,1,829727,36,1,3,759.31
47,0,1,0,1,0,11,53213,0,2,4226,0,0,0,891580,12,0,-1,606.83
41,1,1,1,1,0,0,11242,19938,2,2939,1,0,2,188912,24,0,-1,660.93
23,0,1,1,1,0,0,22933,42528,2,5775,1,2,2,2124080,24,0,-1,683.88
57,0,1,2,1,0,2,26411,0,2,5710,1,2,2,1628239,48,0,-1,594.76
39,1,1,3,1,0,15,40276,0,1,11641,0,2,3,2211039,60,0,-1,658.41
40,1,0,0,2,0,10,49530,0,2,16993,1,1,3,794072,48,0,-1,644.65
25,1,0,0,1,0,2,20489,0,0,3983,1,1,1,1895904,60,0,-1,630.77
25,1,1,1,2,1,6,45727,39508,2,5547,0,2,2,653050,36,0,-1,663.23
64,1,0,2,1,0,43,51743,46119,2,13231,1,1,0,711889,24,0,-1,730.06
26,1,0,0,1,0,0,12663,0,2,1439,0,2,0,2028204,12,0,-1,616.35
46,1,1,0,0,0,15,23207,0,2,59,1,0,1,1767378,84,0,-1,680.48
57,0,0,1,2,0,18,65520,0,2,3675,0,1,1,185781,48,1,7,700.1
23,1,1,0,1,0,3,28315,0,0,810,2,0,0,1717412,24,0,-1,638.3
58,1,0,3,1,1,20,66843,0,2,29604,1,2,3,1492037,12,0,-1,702.81
61,0,1,1,1,0,22,50385,0,2,1837,0,2,4,249769,18,0,-1,647.23
50,1,1,0,1,0,30,52007,0,2,20196,1,2,1,372968,18,0,-1,672.09
31,1,1,3,1,0,7,33924,0,2,541,0,1,1,2232481,48,0,-1,566.85
45,0,1,0,1,1,15,57505,22109,2,18200,0,1,5,182304,12,0,-1,733.48
34,0,0,0,2,0,0,24832,36624,2,763,0,0,3,1690804,18,0,-1,604.0
22,1,1,1,0,0,3,18114,55507,2,122,0,0,0,2228198,36,0,-1,577.56
43,0,1,1,1,0,21,65615,18211,2,2674,1,0,2,1956722,12,0,-1,631.35
61,1,0,1,0,0,18,38910,0,2,12666,0,2,0,2409730,12,0,-1,621.27
57,0,1,1,1,1,1,23902,0,0,193,0,1,5,1662861,84,0,-1,642.76
52,0,1,1,0,0,6,14693,0,2,2804,0,1,4,559732,36,0,-1,644.22
37,1,0,1,0,1,4,9935,0,2,2361,1,2,1,135086,48,0,-1,561.67
40,0,1,0,1,0,6,33116,0,2,10549,1,0,4,762373,48,0,-1,652.67
29,0,0,0,1,0,0,13555,0,2,427,1,2,4,1659363,60,0,-1,619.56
50,0,1,0,1,1,4,15576,15456,0,4390,2,1,2,1990468,18,0,-1,568.07
24,0,0,1,1,0,4,13977,49256,2,5222,1,0,5,1701771,84,0,-1,662.75
46,0,1,1,0,0,5,17611,0,2,1192,1,1,1,2367638,36,0,-1,617.43
31,1,1,0,1,0,10,44542,0,2,15421,1,2,0,1097421,60,0,-1,651.34
43,1,1,0,1,0,13,39065,26782,2,3945,1,0,1,2014504,60,0,-1,592.26
21,1,1,1,1,0,0,10660,29317,2,2609,1,0,1,488617,84,0,-1,611.54
47,1,0,2,1,1,19,42186,20520,2,9397,1,2,1,1193732,84,1,3,710.93
49,1,1,0,1,0,29,56013,0,2,15936,0,2,1,2263894,12,0,-1,703.16
40,1,1,1,1,1,6,26359,0,2,10497,1,2,0,589116,72,0,-1,620.99
33,0,1,1,1,0,8,33185,0,1,8180,1,2,3,2482668,12,0,-1,678.81
39,0,1,2,1,0,11,43079,0,2,16228,1,0,1,1421693,60,0,-1,633.08
38,1,1,0,0,0,19,49569,0,2,2906,1,0,0,78225,18,0,-1,665.61
33,0,0,0,1,0,3,15302,39655,0,459,1,0,1,663866,60,0,-1,559.72
23,1,0,0,1,1,4,18245,0,1,8103,1,0,4,2356144,48,0,-1,637.62
25,1,0,1,1,0,4,26031,0,1,1510,0,0,2,731286,48,0,-1,671.86
39,0,1,0,2,0,10,55688,0,1,10030,1,2,1,1455610,72,0,-1,612.53
38,0,0,0,1,0,15,47224,0,2,19977,1,0,2,1442187,48,0,-1,616.76
63,1,1,3,1,0,1,30778,0,2,207,1,2,4,2207308,72,0,-1,610.77
45,1,0,1,1,0,4,26458,0,2,10167,1,0,3,346609,48,0,-1,620.17
34,1,0,1,1,0,4,28351,17931,1,4275,0,2,3,1931728,12,0,-1,698.45
52,1,0,1,1,0,2,20231,38697,2,5920,0,1,3,1792427,24,0,-1,621.94
41,0,0,0,2,0,5,42640,0,0,396,0,2,2,2382727,36,0,-1,573.38
48,0,1,1,1,0,14,45612,35801,0,14377,2,2,3,821008,48,0,-1,655.95
31,0,1,1,1,1,0,12731,41255,2,277,0,1,3,2388247,60,0,-1,662.52
26,1,1,0,1,1,2,30011,0,1,6540,1,1,2,2346063,36,0,-1,602.92
49,0,1,1,1,0,30,43200,0,1,3595,1,0,0,741505,12,0,-1,712.16
44,0,0,1,1,0,5,13212,24188,1,1512,0,0,4,794755,36,0,-1,589.37
21,0,0,0,1,0,2,20927,57911,0,1198,0,2,0,2212217,60,0,-1,603.8
64,0,1,1,1,0,40,61739,51306,1,9702,1,0,3,1452189,72,1,3,728.05
45,1,1,1,1,0,5,16717,0,0,777,2,1,0,354782,72,0,-1,602.86
34,1,1,3,1,1,2,10703,0,0,23,2,0,2,2412624,18,0,-1,641.37
26,1,1,0,1,1,3,20141,0,0,7695,2,1,0,1302077,36,0,-1,585.35
43,1,1,2,1,0,17,44835,0,1,14112,0,1,0,274896,24,0,-1,684.28
34,0,1,2,1,0,4,21070,25324,0,92,0,0,4,1370463,72,0,-1,585.87
45,0,1,0,2,1,22,59813,0,2,4108,1,0,1,1260585,84,0,-1,733.02
28,0,1,0,1,0,4,22142,30531,1,2520,1,0,1,1044236,18,0,-1,599.61
44,0,1,1,1,0,3,17534,0,0,4384,1,2,5,1390865,72,0,-1,638.09
51,1,1,0,1,1,31,59255,0,2,17564,1,0,4,2077561,36,0,-1,684.29
52,0,0,1,1,1,16,53476,40154,2,17716,0,1,3,608127,72,0,-1,635.89
25,1,1,1,0,1,0,9000,33592,2,3417,0,1,1,1255643,36,0,-1,603.62
28,0,1,0,2,0,3,32145,24677,2,1005,0,2,1,1621971,24,0,-1,653.96
23,1,0,2,0,0,4,9000,0,2,2095,0,0,4,1701204,18,0,-1,550.0
64,1,0,0,1,0,14,45670,0,1,11049,1,1,3,909489,60,0,-1,665.93
38,1,0,1,2,0,0,31155,0,1,8151,0,2,1,1678384,72,0,-1,650.32
48,1,1,3,2,1,29,60226,0,0,15908,2,1,0,1943204,48,0,-1,674.57
